sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
新竹,新竹市,38,,良好,1,0.3,42,41,12,9,8,9.3,1.5,2.9,56,"2025-02-22 14:00",,0.2,7,10,1,120.97236752,24.8056356,24
新竹,新竹市,38,,良好,0.8,0.3,40,41,9,9,8,9,1,4.2,26,"2025-02-22 15:00",,0.2,8,10,1,120.97236752,24.8056356,24
新竹,新竹市,37,,良好,0.7,0.31,38,41,8,5,10,10.9,0.9,2.7,41,"2025-02-22 16:00",,0.3,8,10,1,120.97236752,24.8056356,24
新竹,新竹市,37,,良好,0.4,0.32,36,41,11,6,11,12,0.7,3.5,31,"2025-02-22 17:00",,0.3,7,10,1,120.97236752,24.8056356,24
新竹,新竹市,37,,良好,0.5,0.33,37,40,7,10,12,12,0.3,2.7,56,"2025-02-22 18:00",,0.3,7,9,1,120.97236752,24.8056356,24
新竹,新竹市,36,,良好,0.5,0.32,36,40,7,7,12,12,0.3,2.5,45,"2025-02-22 19:00",,0.3,7,8,1,120.97236752,24.8056356,24
新竹,新竹市,35,,良好,0.6,0.32,36,39,7,6,11,11.2,0.4,2.4,47,"2025-02-22 20:00",,0.3,7,8,1,120.97236752,24.8056356,24
新竹,新竹市,34,,良好,0.8,0.3,36,38,5,10,11,11.2,0.4,1.9,44,"2025-02-22 21:00",,0.3,8,7,1,120.97236752,24.8056356,24
新竹,新竹市,34,,良好,0.8,0.26,39,37,13,11,8,8.1,0.2,2.8,32,"2025-02-22 22:00",,0.3,8,8,1,120.97236752,24.8056356,24
新竹,新竹市,34,,良好,0.6,0.24,40,37,9,7,8,7.7,0.2,3.8,28,"2025-02-22 23:00",,0.3,8,8,1,120.97236752,24.8056356,24
新竹,新竹市,37,,良好,0.7,0.22,41,38,9,11,6,6.4,0.1,3,30,"2025-02-23 00:00",,0.2,9,9,1,120.97236752,24.8056356,24
新竹,新竹市,36,,良好,0.9,0.22,40,38,7,9,6,6.1,0.2,3.7,28,"2025-02-23 01:00",,0.2,9,9,0,120.97236752,24.8056356,24
新竹,新竹市,35,,良好,1.4,0.21,41,39,9,8,6,6.3,0.4,2.5,38,"2025-02-23 02:00",,0.2,8,8,0,120.97236752,24.8056356,24
新竹,新竹市,36,,良好,1.1,0.2,43,40,9,4,4,4.8,0.4,2.8,22,"2025-02-23 03:00",,0.2,8,8,0,120.97236752,24.8056356,24
新竹,新竹市,37,,良好,1.5,0.2,42,40,6,5,4,4.8,0.6,2.5,34,"2025-02-23 04:00",,0.2,7,8,0,120.97236752,24.8056356,24
新竹,新竹市,38,,良好,1.7,0.2,43,41,5,3,3,4,0.7,3.2,26,"2025-02-23 05:00",,0.2,6,7,0,120.97236752,24.8056356,24
新竹,新竹市,38,,良好,1.6,0.21,42,42,4,5,3,3.6,0.3,1.6,42,"2025-02-23 06:00",,0.2,6,6,0,120.97236752,24.8056356,24
新竹,新竹市,38,,良好,1.5,0.22,42,42,3,8,4,4.1,0.4,2.5,29,"2025-02-23 07:00",,0.2,6,5,0,120.97236752,24.8056356,24
新竹,新竹市,38,,良好,1.5,0.24,42,42,1,6,5,5.8,0.5,3,34,"2025-02-23 08:00",,0.2,6,4,0,120.97236752,24.8056356,24
新竹,新竹市,39,,良好,1.8,0.26,42,42,0,4,6,6.7,0.7,2.4,45,"2025-02-23 09:00",,0.2,6,4,0,120.97236752,24.8056356,24
新竹,新竹市,39,,良好,1.8,0.26,44,43,0,7,6,6.3,0.6,3.1,28,"2025-02-23 10:00",,0.2,6,3,1,120.97236752,24.8056356,24
新竹,新竹市,39,,良好,1.9,0.27,46,43,6,6,6,6.3,0.8,3.1,44,"2025-02-23 11:00",,0.2,6,3,1,120.97236752,24.8056356,24
新竹,新竹市,40,,良好,1.9,0.29,46,44,6,6,6,6.4,0.8,3.4,36,"2025-02-23 12:00",,0.2,6,3,1,120.97236752,24.8056356,24
新竹,新竹市,40,,良好,1.8,0.3,46,44,4,7,7,8.4,1.1,3.9,35,"2025-02-23 13:00",,0.2,6,4,1,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,1.8,0.29,48,45,6,5,5,6.3,1,4.6,28,"2025-02-23 14:00",,0.2,6,4,1,120.97236752,24.8056356,24
新竹,新竹市,42,,良好,1.7,0.29,48,45,6,5,5,5.9,0.8,4.3,29,"2025-02-23 15:00",,0.2,6,4,1,120.97236752,24.8056356,24
新竹,新竹市,42,,良好,1.6,0.29,47,46,10,10,6,6.2,0.7,4.4,31,"2025-02-23 16:00",,0.2,6,5,1,120.97236752,24.8056356,24
新竹,新竹市,43,,良好,1.6,0.29,46,46,8,6,6,6.4,0.6,3.6,34,"2025-02-23 17:00",,0.2,6,6,1,120.97236752,24.8056356,24
新竹,新竹市,43,,良好,1.6,0.29,45,46,9,7,6,6.7,0.6,4.9,25,"2025-02-23 18:00",,0.2,7,6,1,120.97236752,24.8056356,24
新竹,新竹市,43,,良好,1.9,0.29,45,46,8,4,6,7,0.6,4.4,27,"2025-02-23 19:00",,0.2,6,7,1,120.97236752,24.8056356,24
新竹,新竹市,43,,良好,2.4,0.29,45,46,10,3,6,7,0.5,4.2,31,"2025-02-23 20:00",,0.2,5,7,1,120.97236752,24.8056356,24
新竹,新竹市,42,,良好,2.6,,44,46,6,6,6,6.7,0.7,4.4,28,"2025-02-23 21:00",,,6,7,1,120.97236752,24.8056356,24
新竹,新竹市,42,,良好,2.3,0.28,45,46,5,9,5,5.8,0.5,3.7,39,"2025-02-23 22:00",,,6,7,1,120.97236752,24.8056356,24
新竹,新竹市,42,,良好,2.2,0.28,45,45,7,8,5,5.2,0.5,3.6,39,"2025-02-23 23:00",,,6,7,1,120.97236752,24.8056356,24
新竹,新竹市,42,,良好,2.5,0.27,45,45,5,4,4,5.1,0.5,4,30,"2025-02-24 00:00",,,6,6,1,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,2.7,0.27,45,45,3,1,4,4.7,0.5,4.7,32,"2025-02-24 01:00",,0.2,6,5,1,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,2.1,0.26,44,45,5,5,4,4.6,0.9,4.5,27,"2025-02-24 02:00",,0.2,5,5,1,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,2.1,0.26,44,45,9,5,4,4.3,0.7,4,39,"2025-02-24 03:00",,0.2,5,6,1,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,2.1,0.26,44,45,6,5,4,4.5,0.8,4.3,27,"2025-02-24 04:00",,0.2,5,6,1,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,2.3,0.26,45,45,12,5,4,4.7,0.8,4.7,28,"2025-02-24 05:00",,0.2,5,7,1,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,2.3,0.28,46,45,14,12,4,5.2,0.8,4.3,24,"2025-02-24 06:00",,0.2,6,8,2,120.97236752,24.8056356,24
新竹,新竹市,42,,良好,2,0.29,46,45,11,12,5,5.7,0.7,4.4,23,"2025-02-24 07:00",,0.2,7,9,2,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,2.5,0.33,42,45,17,16,7,7.9,0.6,3.8,31,"2025-02-24 08:00",,0.2,9,10,2,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,2.3,0.34,40,44,16,9,9,10.3,1,5.3,23,"2025-02-24 09:00",,0.2,10,11,2,120.97236752,24.8056356,24
新竹,新竹市,44,,良好,2.6,0.34,41,44,20,17,9,10.8,1.4,4.9,28,"2025-02-24 10:00",,0.2,11,13,2,120.97236752,24.8056356,24
新竹,新竹市,48,,良好,2.7,0.37,41,43,27,17,11,13,2,4.1,24,"2025-02-24 11:00",,0.3,12,16,2,120.97236752,24.8056356,24
新竹,新竹市,54,細懸浮微粒,普通,2.3,0.39,42,43,34,23,12,14.1,2.2,4.4,25,"2025-02-24 12:00",,0.3,14,19,2,120.97236752,24.8056356,24
新竹,新竹市,62,細懸浮微粒,普通,1.9,0.39,43,43,34,25,11,12.7,1.9,4.2,41,"2025-02-24 13:00",,0.3,16,22,2,120.97236752,24.8056356,24
新竹,新竹市,65,細懸浮微粒,普通,1.6,0.37,45,42,32,21,9,11.5,2,4.4,43,"2025-02-24 14:00",,0.3,18,25,2,120.97236752,24.8056356,24
新竹,新竹市,69,細懸浮微粒,普通,1.2,0.36,44,42,32,23,8,10.4,1.8,4.9,38,"2025-02-24 15:00",,0.3,19,27,2,120.97236752,24.8056356,24
新竹,新竹市,70,細懸浮微粒,普通,1,0.37,44,42,33,20,9,11.1,2,4.6,43,"2025-02-24 16:00",,0.3,19,28,2,120.97236752,24.8056356,24
新竹,新竹市,69,細懸浮微粒,普通,1.3,0.38,44,43,34,19,11,12.5,1.8,5,34,"2025-02-24 17:00",,0.3,19,29,2,120.97236752,24.8056356,24
新竹,新竹市,70,細懸浮微粒,普通,1.3,0.38,45,43,29,20,10,10.5,0.9,3.5,47,"2025-02-24 18:00",,0.3,20,29,2,120.97236752,24.8056356,24
新竹,新竹市,70,細懸浮微粒,普通,1.5,0.4,43,44,27,21,10,11.1,0.8,3.6,54,"2025-02-24 19:00",,0.3,20,29,2,120.97236752,24.8056356,24
新竹,新竹市,71,細懸浮微粒,普通,1.9,0.37,44,44,29,21,10,10.7,0.8,4.1,47,"2025-02-24 20:00",,0.3,20,29,2,120.97236752,24.8056356,24
新竹,新竹市,74,細懸浮微粒,普通,2.2,0.35,46,44,20,22,8,9.4,0.9,3.7,55,"2025-02-24 21:00",,0.3,21,27,2,120.97236752,24.8056356,24
新竹,新竹市,75,細懸浮微粒,普通,2.3,0.33,46,44,23,21,8,9,0.8,3.8,45,"2025-02-24 22:00",,0.3,21,27,2,120.97236752,24.8056356,24
新竹,新竹市,75,細懸浮微粒,普通,2.4,0.31,46,45,23,,8,8.9,0.6,3.8,46,"2025-02-24 23:00",,0.3,21,26,2,120.97236752,24.8056356,24
新竹,新竹市,73,細懸浮微粒,普通,2.2,0.29,46,45,24,18,7,7.7,0.7,3.3,45,"2025-02-25 00:00",,0.3,21,25,2,120.97236752,24.8056356,24
新竹,新竹市,68,細懸浮微粒,普通,2.1,0.26,45,45,16,13,6,7.2,0.8,1.8,36,"2025-02-25 01:00",,0.3,19,24,2,120.97236752,24.8056356,24
新竹,新竹市,61,細懸浮微粒,普通,1.8,0.26,45,45,16,10,6,6.3,0.4,1.6,50,"2025-02-25 02:00",,0.3,16,22,1,120.97236752,24.8056356,24
新竹,新竹市,59,細懸浮微粒,普通,2,0.27,43,45,13,11,6,6.1,0.3,1,76,"2025-02-25 03:00",,0.3,15,20,1,120.97236752,24.8056356,24
新竹,新竹市,54,細懸浮微粒,普通,1.7,0.26,42,45,10,9,5,5.3,0,0.6,59,"2025-02-25 04:00",,0.2,14,17,1,120.97236752,24.8056356,24
新竹,新竹市,56,細懸浮微粒,普通,1.8,0.27,40,44,10,18,5,5.6,0.2,0.2,46,"2025-02-25 05:00",,0.2,14,16,1,120.97236752,24.8056356,24
新竹,新竹市,56,細懸浮微粒,普通,1.4,0.28,37,43,10,13,7,6.8,0.1,0.8,32,"2025-02-25 06:00",,0.2,14,14,1,120.97236752,24.8056356,24
新竹,新竹市,54,細懸浮微粒,普通,1.7,0.32,32,41,21,10,12,11.9,0.4,1,64,"2025-02-25 07:00",,0.2,14,15,1,120.97236752,24.8056356,24
新竹,新竹市,53,細懸浮微粒,普通,1.6,0.41,30,39,14,9,15,15.4,0.7,1,42,"2025-02-25 08:00",,0.2,13,15,1,120.97236752,24.8056356,24
新竹,新竹市,52,二氧化氮,普通,1.7,0.48,22,36,25,14,24,27,3.2,0.8,75,"2025-02-25 09:00",,0.3,12,17,1,120.97236752,24.8056356,24
新竹,新竹市,49,,良好,1.1,0.47,25,34,30,14,20,25,5,0.7,139,"2025-02-25 10:00",,0.3,12,20,1,120.97236752,24.8056356,24
新竹,新竹市,52,細懸浮微粒,普通,1,0.43,29,32,25,16,17,22.4,5.3,0.9,38,"2025-02-25 11:00",,0.3,13,20,1,120.97236752,24.8056356,24
新竹,新竹市,57,細懸浮微粒,普通,0.9,0.49,36,31,30,22,19,24.3,5.2,2.2,287,"2025-02-25 12:00",,0.3,15,22,1,120.97236752,24.8056356,24
新竹,新竹市,62,細懸浮微粒,普通,1.5,0.45,50,33,37,23,17,20.3,3.2,2.1,301,"2025-02-25 13:00",,0.4,16,25,1,120.97236752,24.8056356,24
新竹,新竹市,69,細懸浮微粒,普通,1.6,0.38,65,36,34,29,13,14.4,1.5,2.2,278,"2025-02-25 14:00",,0.4,19,26,1,120.97236752,24.8056356,24
新竹,新竹市,72,細懸浮微粒,普通,1.7,0.36,72,41,37,21,11,11.8,0.9,2.6,281,"2025-02-25 15:00",,0.4,20,29,1,120.97236752,24.8056356,24
新竹,新竹市,70,細懸浮微粒,普通,1.2,0.3,62,45,38,14,9,9.5,0.6,3.4,290,"2025-02-25 16:00",,0.4,19,31,1,120.97236752,24.8056356,24
新竹,新竹市,76,細懸浮微粒,普通,0.7,0.34,61,50,53,36,9,9.4,0.4,1.9,290,"2025-02-25 17:00",,0.4,22,35,1,120.97236752,24.8056356,24
新竹,新竹市,86,細懸浮微粒,普通,1,0.37,59,54,62,47,11,11.6,0.4,1.2,36,"2025-02-25 18:00",,0.3,25,40,1,120.97236752,24.8056356,24
新竹,新竹市,95,細懸浮微粒,普通,0.7,0.4,56,57,62,37,12,12.7,0.3,1.1,298,"2025-02-25 19:00",,0.3,28,45,1,120.97236752,24.8056356,24
新竹,新竹市,108,細懸浮微粒,對敏感族群不健康,0.6,0.37,56,60,67,42,11,11.3,0.1,0.7,38,"2025-02-25 20:00",,0.3,33,51,1,120.97236752,24.8056356,24
新竹,新竹市,110,細懸浮微粒,對敏感族群不健康,0.7,0.39,54,60,68,35,11,10.9,0.2,0.8,294,"2025-02-25 21:00",,0.3,34,55,1,120.97236752,24.8056356,24
新竹,新竹市,110,細懸浮微粒,對敏感族群不健康,1.2,0.41,52,59,68,38,11,11.5,0.1,0.9,295,"2025-02-25 22:00",,0.3,34,57,1,120.97236752,24.8056356,24
新竹,新竹市,111,細懸浮微粒,對敏感族群不健康,1.3,0.38,50,56,65,35,11,11.2,0.2,1.2,282,"2025-02-25 23:00",,0.3,34,59,1,120.97236752,24.8056356,24
新竹,新竹市,107,細懸浮微粒,對敏感族群不健康,1.4,0.3,54,55,58,27,9,8.9,0.2,0.5,298,"2025-02-26 00:00",,0.3,33,59,1,120.97236752,24.8056356,24
新竹,新竹市,99,細懸浮微粒,普通,1.4,0.26,52,53,47,18,6,7.5,1.1,0.7,295,"2025-02-26 02:00",,0.3,30,55,1,120.97236752,24.8056356,24
新竹,新竹市,107,細懸浮微粒,對敏感族群不健康,1.3,0.3,53,54,49,33,8,7.9,0.2,0.7,312,"2025-02-26 01:00",,0.3,33,57,1,120.97236752,24.8056356,24
新竹,新竹市,92,細懸浮微粒,普通,1.2,0.23,44,52,47,17,7,7.7,1,0.8,302,"2025-02-26 03:00",,0.3,28,53,1,120.97236752,24.8056356,24
新竹,新竹市,87,細懸浮微粒,普通,1.3,0.22,40,48,54,24,6,7.4,0.9,1,56,"2025-02-26 05:00",,0.2,26,53,1,120.97236752,24.8056356,24
新竹,新竹市,91,細懸浮微粒,普通,1.2,0.22,41,50,51,21,6,7.4,1,1.3,41,"2025-02-26 04:00",,0.3,27,53,1,120.97236752,24.8056356,24
新竹,新竹市,83,細懸浮微粒,普通,1.4,0.25,36,46,59,18,8,8.7,1,0.6,59,"2025-02-26 06:00",,0.2,24,55,1,120.97236752,24.8056356,24
新竹,新竹市,84,細懸浮微粒,普通,1.3,0.28,33,44,52,23,9,10.1,1.1,0.6,31,"2025-02-26 07:00",,0.2,24,55,1,120.97236752,24.8056356,24
新竹,新竹市,87,細懸浮微粒,普通,1.4,0.47,16,40,67,32,22,24.3,2.1,0.9,65,"2025-02-26 08:00",,0.2,26,57,1,120.97236752,24.8056356,24
新竹,新竹市,88,細懸浮微粒,普通,1.4,0.58,8,34,65,30,31,36.3,5,0.5,66,"2025-02-26 09:00",,0.3,26,58,1,120.97236752,24.8056356,24
新竹,新竹市,85,細懸浮微粒,普通,1.2,0.37,24,30,30,16,19,22.3,3,1.4,59,"2025-02-26 10:00",,0.3,25,53,1,120.97236752,24.8056356,24
新竹,新竹市,81,細懸浮微粒,普通,,,20,27,14,17,,,,1.8,35,"2025-02-26 11:00",,0.3,23,46,1,120.97236752,24.8056356,24
新竹,新竹市,76,細懸浮微粒,普通,,,,25,15,,,,,0.9,31,"2025-02-26 12:00",,0.3,22,38,1,120.97236752,24.8056356,24
新竹,新竹市,63,細懸浮微粒,普通,2.4,0.27,,23,,7,14,16.3,2.7,2.6,33,"2025-02-26 13:00",,0.3,17,32,1,120.97236752,24.8056356,24
新竹,新竹市,57,細懸浮微粒,普通,1.4,0.25,28,21,8,7,10,12.2,1.7,1.1,49,"2025-02-26 14:00",,0.3,15,27,1,120.97236752,24.8056356,24
新竹,新竹市,49,,良好,1,0.23,34,22,12,5,9,10.6,1.7,0.8,52,"2025-02-26 15:00",,0.3,12,25,1,120.97236752,24.8056356,24
新竹,新竹市,53,細懸浮微粒,普通,0.9,0.24,34,24,33,17,9,10.8,1.7,1.4,36,"2025-02-26 16:00",,0.3,13,27,1,120.97236752,24.8056356,24
新竹,新竹市,51,細懸浮微粒,普通,1.2,0.26,36,29,23,7,10,11.7,1.4,2.2,30,"2025-02-26 17:00",,0.2,13,26,1,120.97236752,24.8056356,24
新竹,新竹市,49,,良好,1.4,0.3,35,31,24,7,11,12.4,1.2,1,35,"2025-02-26 18:00",,0.2,12,27,1,120.97236752,24.8056356,24
新竹,新竹市,53,細懸浮微粒,普通,1.6,0.35,31,33,27,17,13,13.8,1,0.4,13,"2025-02-26 19:00",,0.2,13,27,1,120.97236752,24.8056356,24
新竹,新竹市,49,,良好,1.7,0.37,28,32,30,14,14,15.2,1.1,0.3,93,"2025-02-26 20:00",,0.2,12,25,1,120.97236752,24.8056356,24
新竹,新竹市,46,,良好,1.4,0.41,22,31,38,9,16,17.7,1.1,0.3,41,"2025-02-26 21:00",,0.3,11,26,1,120.97236752,24.8056356,24
新竹,新竹市,48,,良好,1.3,0.37,26,31,23,12,16,16.9,1.2,0.3,156,"2025-02-26 22:00",,0.3,12,25,1,120.97236752,24.8056356,24
新竹,新竹市,45,,良好,1.2,0.37,25,29,22,13,15,15.6,0.9,1,289,"2025-02-26 23:00",,0.3,11,25,1,120.97236752,24.8056356,24
新竹,新竹市,41,,良好,1.1,0.24,36,30,20,7,8,9.2,1,0.7,278,"2025-02-27 00:00",,0.3,10,24,1,120.97236752,24.8056356,24
