datacreationdate,pollutant,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,co_8hr,pm2.5_avg,pm10_avg,so2_avg,AirPressure,AirTemperature,RelativeHumidity,WindSpeed,Precipitation,SunshineDuration
2025/2/20 00:00,0,0.9,0.37,18,27,10,9,16,16.7,0.6,0.3,8,9,1,1018.1,15.4,88,0.3,0,
2025/2/20 01:00,0,1.2,0.32,19,25,14,9,15,15.8,0.5,0.3,8,10,1,1018.2,15.3,89,0.2,0,
2025/2/20 02:00,0,1.6,0.34,8,22,17,15,19,20.9,1.5,0.3,9,11,1,1018.1,15.4,89,0.2,0,
2025/2/20 03:00,0,1.6,0.33,2,19,21,14,20,23,2.6,0.3,10,13,1,1018,15.4,90,0.3,0,
2025/2/20 04:00,0,1.4,0.3,4,16,26,16,18,20.1,1.8,0.3,12,16,1,1017.9,15.6,91,0.3,0,
2025/2/20 05:00,1,1.8,0.3,10,14,25,19,16,17.2,1.2,0.3,13,18,1,1018.2,15.7,92,0.3,0,
2025/2/20 06:00,1,2,0.33,8,12,37,19,17,18.5,1.5,0.3,14,21,1,1018.6,16.1,91,0.5,0,0
2025/2/20 07:00,1,1.3,0.35,8,10,47,31,17,18.5,1.7,0.3,18,26,1,1019.5,16.2,91,0.3,0,0
2025/2/20 08:00,1,1.4,0.46,11,9,51,28,17,20.6,3.4,0.3,20,31,1,1020,16.6,89,0.6,0,0
2025/2/20 09:00,1,1.6,0.47,9,7,50,35,19,25.3,6.2,0.3,23,36,1,1019.9,17.1,86,0.4,0,0
2025/2/20 10:00,1,1.5,0.49,16,8,50,33,18,26.7,8.5,0.3,26,39,1,1019.4,19.2,76,1.3,0,0.3
2025/2/20 11:00,1,1.7,0.41,29,12,50,28,18,23,5,0.3,26,41,1,1018.7,19.4,74,0.6,0,0.2
2025/2/20 12:00,1,1.9,0.32,42,17,38,24,12,14.1,2.4,0.3,26,41,1,1017.6,21.1,69,2,0,0.5
2025/2/20 13:00,1,2.5,0.32,48,21,37,22,12,14.2,2.1,0.3,25,40,1,1016.7,21.2,72,1.5,0,0.2
2025/2/20 14:00,1,2,0.26,52,27,27,14,9,10.2,1.3,0.3,23,38,1,1016.1,20.3,76,2.9,0,0.1
2025/2/20 15:00,1,1.7,0.25,50,32,29,16,8,9,1.3,0.3,21,35,1,1016,19.8,77,3.7,0,0.2
2025/2/20 16:00,1,1.7,0.24,48,37,18,3,7,8.2,1.1,0.3,18,33,1,1015.9,19.7,78,2.1,0,0.2
2025/2/20 17:00,1,1.4,0.29,43,41,19,8,9,10.4,1,0.3,16,30,1,1016.3,19.2,79,1.9,0,0
2025/2/20 18:00,1,1.3,0.29,41,44,16,10,11,11.4,0.8,0.2,15,28,1,1017.1,18.4,85,2.9,0,0
2025/2/20 19:00,1,1.2,0.27,42,46,20,11,8,9,0.6,0.2,14,26,1,1017.9,17.8,88,3.1,0,0
2025/2/20 20:00,1,1.1,0.26,43,46,21,9,7,7.5,0.5,0.2,14,25,1,1018.5,17.1,90,3.2,T,
2025/2/20 21:00,0,1.1,0.21,43,45,7,7,6,6.5,0.6,0.2,12,21,1,1018.8,16.9,88,3.2,0,
2025/2/20 22:00,0,1.1,0.2,41,44,8,7,6,7.1,0.5,0.2,11,19,1,1019,17.1,86,2.3,0,
2025/2/20 23:00,0,1.1,0.2,40,43,10,8,7,7.7,0.7,0.2,10,16,1,1019.3,16.8,86,3.5,0,
2025/2/21 00:00,0,1.2,0.18,41,42,12,11,6,6.4,0.5,0.2,9,13,1,1019.8,16.7,87,2.4,0,
2025/2/21 01:00,0,1.1,0.18,44,42,7,6,4,4.6,0.4,0.2,8,12,1,1019.6,15.5,93,3.3,T,
2025/2/21 02:00,0,0.9,0.19,44,42,0,4,4,4.3,0.7,0.2,8,10,1,1019.5,14.9,94,2.3,T,
2025/2/21 03:00,0,1.2,0.18,43,42,0,8,4,4.1,0.5,0.2,7,8,1,1019.7,14.8,94,1.5,T,
2025/2/21 04:00,0,1.3,0.17,43,42,3,6,3,3.6,0.5,0.1,7,6,1,1019.9,14.8,95,1.8,T,
2025/2/21 05:00,0,1.7,0.19,41,42,5,5,4,4.2,0.5,0.1,7,5,1,1020.1,14.9,92,0.9,T,
2025/2/21 06:00,0,1.6,0.2,41,42,5,5,4,4.6,0.7,0.1,7,5,1,1021.1,14.4,93,2.5,T,0
2025/2/21 07:00,0,1.8,0.19,41,42,13,6,5,5.3,0.6,0.1,6,7,1,1021.1,14.3,91,3.1,0.5,0
2025/2/21 08:00,0,1.8,0.25,38,42,9,5,8,8.6,0.6,0.1,6,7,1,1021.3,14.9,87,2.7,0,0
2025/2/21 09:00,0,2.2,0.26,39,41,8,2,9,9.8,0.7,0.2,5,7,1,1022,14.9,88,3.4,T,0
2025/2/21 10:00,0,1.9,0.24,38,40,7,3,10,11.1,1.3,0.2,5,7,1,1021.9,14.9,88,3.3,T,0
2025/2/21 11:00,0,2.1,0.24,38,40,6,5,10,11.5,1.3,0.2,5,6,1,1021.6,15.6,85,3.3,T,0
2025/2/21 12:00,0,2.2,0.24,39,39,10,4,10,11.1,1.3,0.2,4,6,1,1021.2,15.9,82,4.3,T,0
2025/2/21 13:00,0,1.5,0.24,42,40,7,6,8,9.7,1.4,0.2,5,6,1,1020.1,15.7,83,3.9,0,0
2025/2/21 14:00,0,1.5,0.23,43,40,6,8,8,9.1,1.2,0.2,6,6,1,1019.6,16.4,78,3.7,0,0
2025/2/21 15:00,0,1.3,0.23,45,40,11,7,7,8.5,1.1,0.2,6,8,1,1019.9,16.2,80,3.8,0,0.1
2025/2/21 16:00,0,1.3,0.24,45,41,9,3,7,8.3,0.9,0.2,5,8,1,1019.7,15.6,83,3.4,0,0
2025/2/21 17:00,0,1.8,0.25,41,41,7,6,10,10.8,1,0.2,6,8,1,1020.1,15.2,82,4.4,0,0
2025/2/21 18:00,0,1.9,0.29,39,41,12,6,12,12.3,0.8,0.2,5,9,1,1020.9,14.9,81,4.1,0,0
2025/2/21 19:00,0,2.1,0.28,39,42,12,8,11,11.5,0.6,0.2,6,9,1,1020.7,14.8,82,3,0,0
2025/2/21 20:00,0,1.9,0.3,38,41,8,5,10,10.4,0.5,0.2,6,9,1,1021.1,15.1,79,3.6,0,
2025/2/21 21:00,0,2.2,0.31,35,41,8,9,12,12.9,0.6,0.2,6,9,1,1021.4,14.9,79,4.1,0,
2025/2/21 22:00,0,2.2,0.29,36,40,9,9,11,12,0.7,0.2,7,9,1,1021.5,14.8,80,3,0,
2025/2/21 23:00,0,2,0.27,37,39,6,5,9,9.6,0.6,0.2,7,8,1,1021.3,14.9,79,4.6,0,
2025/2/22 00:00,0,2.3,0.23,40,38,5,5,7,7.4,0.5,0.2,7,7,1,1021,14.8,79,2.8,0,
2025/2/22 01:00,0,2.3,0.23,41,38,6,5,6,6.4,0.5,0.2,6,7,1,1021,14.7,80,2.9,0,
2025/2/22 02:00,0,1.6,0.22,40,38,5,5,6,5.8,0,0.2,6,6,1,1020.6,14.7,80,2.2,0,
2025/2/22 03:00,0,1.6,0.22,39,38,3,8,6,5.7,0.1,0.2,6,6,1,1020,14.9,80,2,0,
2025/2/22 04:00,0,1.6,0.21,40,39,4,6,5,5.2,0.2,0.2,6,5,1,1019.8,15.1,80,1.8,0,
2025/2/22 05:00,0,1.7,0.22,40,39,10,8,5,5.1,0.2,0.2,7,6,1,1019.8,15.1,79,2.6,0,
2025/2/22 06:00,0,1.7,0.23,40,40,9,5,5,5.6,0.2,0.2,7,6,1,1020.4,15.1,80,1.9,0,0
2025/2/22 07:00,0,1.7,0.24,40,40,13,10,6,6.6,0.2,0.2,7,8,1,1020.5,15.4,79,1.9,0,0
2025/2/22 08:00,0,1.5,0.26,40,40,11,17,7,7.6,0.5,0.2,9,9,1,1020.3,16.8,74,2,0,0.9
2025/2/22 09:00,0,1.4,0.27,39,40,8,2,7,7.8,0.9,0.2,8,8,1,1019,18.4,67,2.9,0,1
2025/2/22 10:00,0,0.9,0.28,39,40,7,3,6,7.6,1.2,0.2,7,8,1,1019.3,20.5,61,2,0,1
2025/2/22 11:00,0,0.7,0.31,42,40,11,0,8,9,1.4,0.2,6,8,1,1019.6,20.6,59,2.9,0,0.7
2025/2/22 12:00,0,0.5,0.32,44,41,8,5,8,9.2,1.4,0.2,4,8,1,1018.7,21,60,3.7,0,0.2
2025/2/22 13:00,0,0.7,0.32,43,41,13,12,8,9.8,1.7,0.2,6,9,1,1018.7,20.3,63,3.1,0,0.1
2025/2/22 14:00,0,1,0.3,42,41,12,9,8,9.3,1.5,0.2,7,10,1,1017.7,19.4,68,4.1,0,0.4
2025/2/22 15:00,0,0.8,0.3,40,41,9,9,8,9,1,0.2,8,10,1,1017.6,18.4,71,3.5,0,0
2025/2/22 16:00,0,0.7,0.31,38,41,8,5,10,10.9,0.9,0.3,8,10,1,1017.6,18,73,2.9,0,0
2025/2/22 17:00,0,0.4,0.32,36,41,11,6,11,12,0.7,0.3,7,10,1,1018.6,17.3,74,3.4,0,0
2025/2/22 18:00,0,0.5,0.33,37,40,7,10,12,12,0.3,0.3,7,9,1,1019.3,16.9,75,3,0,0
2025/2/22 19:00,0,0.5,0.32,36,40,7,7,12,12,0.3,0.3,7,8,1,1019.6,16.6,76,2.4,0,0
2025/2/22 20:00,0,0.6,0.32,36,39,7,6,11,11.2,0.4,0.3,7,8,1,1020.3,16.6,77,2.1,0,
2025/2/22 21:00,0,0.8,0.3,36,38,5,10,11,11.2,0.4,0.3,8,7,1,1021.3,16.7,78,2.6,0,
2025/2/22 22:00,0,0.8,0.26,39,37,13,11,8,8.1,0.2,0.3,8,8,1,1021.7,16.2,84,2.7,0,
2025/2/22 23:00,0,0.6,0.24,40,37,9,7,8,7.7,0.2,0.3,8,8,1,1021.8,15.8,86,2.4,0,
2025/2/23 00:00,0,0.7,0.22,41,38,9,11,6,6.4,0.1,0.2,9,9,1,1021.5,15.5,87,2.6,0,
2025/2/23 01:00,0,0.9,0.22,40,38,7,9,6,6.1,0.2,0.2,9,9,0,1021.6,15.3,86,3,T,
2025/2/23 02:00,0,1.4,0.21,41,39,9,8,6,6.3,0.4,0.2,8,8,0,1021.4,15.4,88,2.4,T,
2025/2/23 03:00,0,1.1,0.2,43,40,9,4,4,4.8,0.4,0.2,8,8,0,1021,15.1,89,2.9,T,
2025/2/23 04:00,0,1.5,0.2,42,40,6,5,4,4.8,0.6,0.2,7,8,0,1021.4,15.2,90,2.2,T,
2025/2/23 05:00,0,1.7,0.2,43,41,5,3,3,4,0.7,0.2,6,7,0,1021.5,14.7,93,2.1,T,
2025/2/23 06:00,0,1.6,0.21,42,42,4,5,3,3.6,0.3,0.2,6,6,0,1023,15,94,2,T,0
2025/2/23 07:00,0,1.5,0.22,42,42,3,8,4,4.1,0.4,0.2,6,5,0,1023.9,14.9,93,1.2,0.5,0
2025/2/23 08:00,0,1.5,0.24,42,42,1,6,5,5.8,0.5,0.2,6,4,0,1024.8,14.9,94,2.6,1.5,0
2025/2/23 09:00,0,1.8,0.26,42,42,0,4,6,6.7,0.7,0.2,6,4,0,1025.1,14.8,92,2.2,0.5,0
2025/2/23 10:00,0,1.8,0.26,44,43,0,7,6,6.3,0.6,0.2,6,3,1,1025.3,15.3,90,2.7,1,0
2025/2/23 11:00,0,1.9,0.27,46,43,6,6,6,6.3,0.8,0.2,6,3,1,1024.5,15.3,87,3.1,T,0
2025/2/23 12:00,0,1.9,0.29,46,44,6,6,6,6.4,0.8,0.2,6,3,1,1023.5,15.5,88,4.1,0.5,0
2025/2/23 13:00,0,1.8,0.3,46,44,4,7,7,8.4,1.1,0.2,6,4,1,1022.8,15.5,86,3.1,T,0
2025/2/23 14:00,0,1.8,0.29,48,45,6,5,5,6.3,1,0.2,6,4,1,1022.6,15.3,85,4.3,0,0
2025/2/23 15:00,0,1.7,0.29,48,45,6,5,5,5.9,0.8,0.2,6,4,1,1022.9,14.9,85,4.2,0,0
2025/2/23 16:00,0,1.6,0.29,47,46,10,10,6,6.2,0.7,0.2,6,5,1,1023.1,14.5,86,3.9,0,0
2025/2/23 17:00,0,1.6,0.29,46,46,8,6,6,6.4,0.6,0.2,6,6,1,1023.8,14,88,3.5,T,0
2025/2/23 18:00,0,1.6,0.29,45,46,9,7,6,6.7,0.6,0.2,7,6,1,1024.2,13.4,89,5.2,T,0
2025/2/23 19:00,0,1.9,0.29,45,46,8,4,6,7,0.6,0.2,6,7,1,1024.2,13.5,86,3.1,T,0
2025/2/23 20:00,0,2.4,0.29,45,46,10,3,6,7,0.5,0.2,5,7,1,1025.1,13.9,83,3.9,0,
2025/2/23 21:00,0,2.6,,44,46,6,6,6,6.7,0.7,,6,7,1,1025.8,14,81,3.7,0,
2025/2/23 22:00,0,2.3,0.28,45,46,5,9,5,5.8,0.5,,6,7,1,1026.2,13.6,83,2.9,0,
2025/2/23 23:00,0,2.2,0.28,45,45,7,8,5,5.2,0.5,,6,7,1,1026.4,13.6,84,3.1,0,
2025/2/24 00:00,0,2.5,0.27,45,45,5,4,4,5.1,0.5,,6,6,1,1026,13.6,81,3.4,0,
2025/2/24 01:00,0,2.7,0.27,45,45,3,1,4,4.7,0.5,0.2,6,5,1,1025.6,13.4,83,3.5,0,
2025/2/24 02:00,0,2.1,0.26,44,45,5,5,4,4.6,0.9,0.2,5,5,1,1025.4,13.3,83,4.2,0,
2025/2/24 03:00,0,2.1,0.26,44,45,9,5,4,4.3,0.7,0.2,5,6,1,1025.3,13.1,83,3.7,0,
2025/2/24 04:00,0,2.1,0.26,44,45,6,5,4,4.5,0.8,0.2,5,6,1,1025.4,13.1,81,3.4,0,
2025/2/24 05:00,0,2.3,0.26,45,45,12,5,4,4.7,0.8,0.2,5,7,1,1026,12.8,87,3.2,0,
2025/2/24 06:00,0,2.3,0.28,46,45,14,12,4,5.2,0.8,0.2,6,8,2,1027,12.4,87,4.3,T,0
2025/2/24 07:00,0,2,0.29,46,45,11,12,5,5.7,0.7,0.2,7,9,2,1027.8,12,88,3.8,T,0
2025/2/24 08:00,0,2.5,0.33,42,45,17,16,7,7.9,0.6,0.2,9,10,2,1028.1,12.1,88,3.9,T,0
2025/2/24 09:00,0,2.3,0.34,40,44,16,9,9,10.3,1,0.2,10,11,2,1028.3,12.8,81,4.4,0,0
2025/2/24 10:00,0,2.6,0.34,41,44,20,17,9,10.8,1.4,0.2,11,13,2,1028.1,13.2,78,3.5,0,0
2025/2/24 11:00,0,2.7,0.37,41,43,27,17,11,13,2,0.3,12,16,2,1027.4,13.7,73,3.5,0,0
2025/2/24 12:00,1,2.3,0.39,42,43,34,23,12,14.1,2.2,0.3,14,19,2,1026.5,14.7,67,4.1,0,0
2025/2/24 13:00,1,1.9,0.39,43,43,34,25,11,12.7,1.9,0.3,16,22,2,1025.5,15.1,62,2.7,0,0
2025/2/24 14:00,1,1.6,0.37,45,42,32,21,9,11.5,2,0.3,18,25,2,1024.5,14.9,64,4.5,0,0
2025/2/24 15:00,1,1.2,0.36,44,42,32,23,8,10.4,1.8,0.3,19,27,2,1024,14.6,66,4.4,0,0
2025/2/24 16:00,1,1,0.37,44,42,33,20,9,11.1,2,0.3,19,28,2,1023.6,14.5,65,3.5,0,0.7
2025/2/24 17:00,1,1.3,0.38,44,43,34,19,11,12.5,1.8,0.3,19,29,2,1023.1,13.6,69,4.5,0,1
2025/2/24 18:00,1,1.3,0.38,45,43,29,20,10,10.5,0.9,0.3,20,29,2,1022.9,13,71,3.6,0,0
2025/2/24 19:00,1,1.5,0.4,43,44,27,21,10,11.1,0.8,0.3,20,29,2,1023.4,12.8,72,4.3,0,0
2025/2/24 20:00,1,1.9,0.37,44,44,29,21,10,10.7,0.8,0.3,20,29,2,1024.3,12.8,73,3.5,0,
2025/2/24 21:00,1,2.2,0.35,46,44,20,22,8,9.4,0.9,0.3,21,27,2,1024.5,12.9,74,2.8,0,
2025/2/24 22:00,1,2.3,0.33,46,44,23,21,8,9,0.8,0.3,21,27,2,1025.1,13.3,73,3.4,0,
2025/2/24 23:00,1,2.4,0.31,46,45,23,,8,8.9,0.6,0.3,21,26,2,1024.7,13.6,72,2.7,0,
2025/2/25 00:00,1,2.2,0.29,46,45,24,18,7,7.7,0.7,0.3,21,25,2,1023.9,13.9,71,2.3,0,
2025/2/25 01:00,1,2.1,0.26,45,45,16,13,6,7.2,0.8,0.3,19,24,2,1022.9,14.2,71,2.9,0,
2025/2/25 02:00,1,1.8,0.26,45,45,16,10,6,6.3,0.4,0.3,16,22,1,1022,14.1,72,1.8,0,
2025/2/25 03:00,1,2,0.27,43,45,13,11,6,6.1,0.3,0.3,15,20,1,1021.5,14.1,73,0.9,0,
2025/2/25 04:00,1,1.7,0.26,42,45,10,9,5,5.3,0,0.2,14,17,1,1021.3,14.3,72,0.9,0,
2025/2/25 05:00,1,1.8,0.27,40,44,10,18,5,5.6,0.2,0.2,14,16,1,1021.9,14.3,73,0.4,0,
2025/2/25 06:00,1,1.4,0.28,37,43,10,13,7,6.8,0.1,0.2,14,14,1,1022.8,14.2,76,0.8,0,0
2025/2/25 07:00,1,1.7,0.32,32,41,21,10,12,11.9,0.4,0.2,14,15,1,1023.5,14.5,73,0.9,0,0
2025/2/25 08:00,1,1.6,0.41,30,39,14,9,15,15.4,0.7,0.2,13,15,1,1024.1,14.8,74,0.8,0,0
2025/2/25 09:00,3,1.7,0.48,22,36,25,14,24,27,3.2,0.3,12,17,1,1024.6,15.5,72,1,0,0
2025/2/25 10:00,0,1.1,0.47,25,34,30,14,20,25,5,0.3,12,20,1,1023.6,17.6,68,1.1,0,0.5
2025/2/25 11:00,1,1,0.43,29,32,25,16,17,22.4,5.3,0.3,13,20,1,1023,19.3,62,0.6,0,1
2025/2/25 12:00,1,0.9,0.49,36,31,30,22,19,24.3,5.2,0.3,15,22,1,1022,20.4,57,0.9,0,1
2025/2/25 13:00,1,1.5,0.45,50,33,37,23,17,20.3,3.2,0.4,16,25,1,1020.9,20.6,61,1.7,0,1
2025/2/25 14:00,1,1.6,0.38,65,36,34,29,13,14.4,1.5,0.4,19,26,1,1020.1,19.7,60,2,0,0.9
2025/2/25 15:00,1,1.7,0.36,72,41,37,21,11,11.8,0.9,0.4,20,29,1,1020,19.1,62,2.3,0,0.9
2025/2/25 16:00,1,1.2,0.3,62,45,38,14,9,9.5,0.6,0.4,19,31,1,1020.9,17.2,78,1.7,0,0.8
2025/2/25 17:00,1,0.7,0.34,61,50,53,36,9,9.4,0.4,0.4,22,35,1,1021.5,14.9,84,1.4,0,0
2025/2/25 18:00,1,1,0.37,59,54,62,47,11,11.6,0.4,0.3,25,40,1,1021.6,14.6,85,1,0,0
2025/2/25 19:00,1,0.7,0.4,56,57,62,37,12,12.7,0.3,0.3,28,45,1,1021.8,15,85,0.6,0,0
2025/2/25 20:00,1,0.6,0.37,56,60,67,42,11,11.3,0.1,0.3,33,51,1,1021.9,14.9,86,1,0,
2025/2/25 21:00,1,0.7,0.39,54,60,68,35,11,10.9,0.2,0.3,34,55,1,1022.3,14.9,86,0.1,0,
2025/2/25 22:00,1,1.2,0.41,52,59,68,38,11,11.5,0.1,0.3,34,57,1,1022.5,15.2,85,0.3,0,
2025/2/25 23:00,1,1.3,0.38,50,56,65,35,11,11.2,0.2,0.3,34,59,1,1023,15.2,86,0.9,0,
2025/2/26 00:00,1,1.4,0.3,54,55,58,27,9,8.9,0.2,0.3,33,59,1,1022.7,15.2,87,0.1,T,
2025/2/26 02:00,1,1.4,0.26,52,53,47,18,6,7.5,1.1,0.3,30,55,1,1022.2,15.2,89,0.4,T,
2025/2/26 01:00,1,1.3,0.3,53,54,49,33,8,7.9,0.2,0.3,33,57,1,1021.7,15.3,92,0.2,T,
2025/2/26 03:00,1,1.2,0.23,44,52,47,17,7,7.7,1,0.3,28,53,1,1021.3,15.2,91,0.5,T,
2025/2/26 05:00,1,1.3,0.22,40,48,54,24,6,7.4,0.9,0.2,26,53,1,1020.7,15.2,92,1.1,T,
2025/2/26 04:00,1,1.2,0.22,41,50,51,21,6,7.4,1,0.3,27,53,1,1021,15.2,93,0.3,T,
2025/2/26 06:00,1,1.4,0.25,36,46,59,18,8,8.7,1,0.2,24,55,1,1021.7,15,95,0.2,T,0
2025/2/26 07:00,1,1.3,0.28,33,44,52,23,9,10.1,1.1,0.2,24,55,1,1021.8,15.2,95,0.1,0.5,0
2025/2/26 08:00,1,1.4,0.47,16,40,67,32,22,24.3,2.1,0.2,26,57,1,1022.1,15.5,94,0.6,T,0
2025/2/26 09:00,1,1.4,0.58,8,34,65,30,31,36.3,5,0.3,26,58,1,1022.6,15.9,94,0.5,T,0
2025/2/26 10:00,1,1.2,0.37,24,30,30,16,19,22.3,3,0.3,25,53,1,1022.3,15.9,96,0.7,T,0
2025/2/26 11:00,1,,,20,27,14,17,,,,0.3,23,46,1,1021.2,16.5,95,1.3,0.5,0
2025/2/26 12:00,1,,,,25,15,,,,,0.3,22,38,1,1020.3,17.6,90,1.8,0,0
2025/2/26 13:00,1,2.4,0.27,,23,,7,14,16.3,2.7,0.3,17,32,1,1019.1,17.9,87,2.3,T,0
2025/2/26 14:00,1,1.4,0.25,28,21,8,7,10,12.2,1.7,0.3,15,27,1,1017.8,18.3,86,2.4,0,0
2025/2/26 15:00,0,1,0.23,34,22,12,5,9,10.6,1.7,0.3,12,25,1,1017.7,18,86,2.7,0,0
2025/2/26 16:00,1,0.9,0.24,34,24,33,17,9,10.8,1.7,0.3,13,27,1,1017.6,17.5,88,2.8,T,0
2025/2/26 17:00,1,1.2,0.26,36,29,23,7,10,11.7,1.4,0.2,13,26,1,1017.3,17.4,88,1.6,0,0
2025/2/26 18:00,0,1.4,0.3,35,31,24,7,11,12.4,1.2,0.2,12,27,1,1017.7,17.3,89,1.5,0,0
2025/2/26 19:00,1,1.6,0.35,31,33,27,17,13,13.8,1,0.2,13,27,1,1017.7,17.2,91,1,0,0
2025/2/26 20:00,0,1.7,0.37,28,32,30,14,14,15.2,1.1,0.2,12,25,1,1017.8,17.4,91,0.5,0,
2025/2/26 21:00,0,1.4,0.41,22,31,38,9,16,17.7,1.1,0.3,11,26,1,1017.9,17.5,91,0.5,0,
2025/2/26 22:00,0,1.3,0.37,26,31,23,12,16,16.9,1.2,0.3,12,25,1,1018.3,17.5,91,0.3,0,
2025/2/26 23:00,0,1.2,0.37,25,29,22,13,15,15.6,0.9,0.3,11,25,1,1018.1,17.3,92,0.9,0,
2025/2/27 00:00,0,1.1,0.24,36,30,20,7,8,9.2,1,0.3,10,24,1,1017.6,16.8,94,0.7,0,
